5d3f63257e89a9000196f790,1.6
5c5ce95a92e37d00012f2d94,1.11
5b745e5224dc7900017e0d3e,1.47
59d949cf8fd07a000184247e,1.52
5c754b537c5650001716216f,2.0
5b9d2a7dcafe820001603e78,1.19
5c4a45dda8c31a000141a752,1.47
58d876b14240e50001190090,1.62
5c91976f5e774a00169637dc,1.06
5c87fa88a341300016587b01,1.12
5589629cfdf99b72eb003eee,0.73
5c30666370d93a000122db0e,0.71
5badf0aeae1d020001df2cc7,1.4
5c584d2040378900013b6fb9,1.01
5c9cc12096cb340017b7321f,1.53
5cec34d80b20970001acf664,1.14
5c49c9ebe02ead00019b0a5b,0.88
5daf3b028e76da001687edc8,1.03
5bfe7f707a5f38000111ae73,1.08
5c3bf25286148f00015d298f,0.9
5ca86b3cb55c520017af9d7e,1.06
5c07c22ceea895000101d4b8,0.79
