success,trial_type,trial_index,time_elapsed,internal_node_id,line_1,line_2,line_3,rt,phase,lag,key,start_reward,decay,n_travel_steps,press_success_prob_travel,press_success_prob_harvest,reward_noise,start_reward_noise,time_min,travel_key,harvest_key,person_pos,tree_pos,reward_obs,reward_true,exit,fail
TRUE,travel,2,19179,0.0-2.0,,,,,TRAVEL,191.7849993,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,24,27,,,,
TRUE,travel,2,19644,0.0-2.0,,,,,Harvest,463.5699997,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,101.7252074,102.398403,0,
TRUE,travel,2,19835,0.0-2.0,,,,,Harvest,191.2000002,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,100.5597839,100.350435,0,
TRUE,travel,2,20012,0.0-2.0,,,,,Harvest,174.3949996,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,98.33482259,98.34342629,0,
TRUE,travel,2,20204,0.0-2.0,,,,,Harvest,191.9750003,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,93.96416354,96.37655776,0,
TRUE,travel,2,20380,0.0-2.0,,,,,Harvest,174.6549997,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,92.35782997,94.44902661,0,
TRUE,travel,2,20572,0.0-2.0,,,,,Harvest,191.3350001,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,90.44979917,92.56004608,0,
TRUE,travel,2,20764,0.0-2.0,,,,,Harvest,191.3600005,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,92.86785021,90.70884515,0,
TRUE,travel,2,20956,0.0-2.0,,,,,Harvest,190.8649998,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,90.556815,88.89466825,0,
FALSE,travel,2,21147,0.0-2.0,,,,,Harvest,191.0600001,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,null,87.11677489,0,
TRUE,travel,2,21372,0.0-2.0,,,,,Harvest,223.855,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,85.65756677,87.11677489,0,
TRUE,travel,2,21580,0.0-2.0,,,,,Harvest,206.7050003,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,84.77102543,85.37443939,0,
TRUE,travel,2,21804,0.0-2.0,,,,,Harvest,222.9150003,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,85.2060056,83.6669506,0,
TRUE,travel,2,22012,0.0-2.0,,,,,Harvest,206.9800003,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,79.92106748,81.99361159,0,
TRUE,travel,2,22252,0.0-2.0,,,,,Harvest,239.0350001,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,79.61826114,80.35373936,0,
TRUE,travel,2,22476,0.0-2.0,,,,,Harvest,222.8100002,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,75.82905077,78.74666457,0,
TRUE,travel,2,22700,0.0-2.0,,,,,Harvest,223.03,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,78.80207233,77.17173128,0,
FALSE,travel,2,22925,0.0-2.0,,,,,Harvest,223.975,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,null,75.62829665,0,
TRUE,travel,2,23148,0.0-2.0,,,,,Harvest,222.1249994,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,72.65597564,75.62829665,0,
TRUE,travel,2,23404,0.0-2.0,,,,,Harvest,255.38,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,73.45629764,74.11573072,0,
TRUE,travel,2,23596,0.0-2.0,,,,,Harvest,191.2449999,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,72.58489289,72.63341611,0,
TRUE,travel,2,23819,0.0-2.0,,,,,Harvest,223.2399993,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,70.10878594,71.18074778,0,
TRUE,travel,2,24043,0.0-2.0,,,,,Harvest,223.3600002,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,71.87649457,69.75713283,0,
TRUE,travel,2,24284,0.0-2.0,,,,,Harvest,239.4300001,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,65.95686784,68.36199017,0,
TRUE,travel,2,24508,0.0-2.0,,,,,Harvest,223.7750003,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,67.71041994,66.99475037,0,
TRUE,travel,2,24732,0.0-2.0,,,,,Harvest,222.5700002,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,67.85106354,65.65485536,0,
TRUE,travel,2,24924,0.0-2.0,,,,,Harvest,191.1899997,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,25,27,61.04170062,64.34175825,0,
,travel,2,25100,0.0-2.0,,,,,Harvest,175.1799993,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,26,39,null,,1,null
TRUE,travel,2,25275,0.0-2.0,,,,,TRAVEL,175.3750006,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,26,39,,,,
FALSE,travel,2,25275,0.0-2.0,,,,,TRAVEL,175.3750006,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,27,39,,,,
FALSE,travel,2,25451,0.0-2.0,,,,,TRAVEL,175.7350005,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,27,39,,,,
TRUE,travel,2,25627,0.0-2.0,,,,,TRAVEL,175.6549999,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,27,39,,,,
FALSE,travel,2,25627,0.0-2.0,,,,,TRAVEL,175.6549999,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,28,39,,,,
TRUE,travel,2,25803,0.0-2.0,,,,,TRAVEL,175.7199997,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,28,39,,,,
FALSE,travel,2,25803,0.0-2.0,,,,,TRAVEL,175.7199997,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,29,39,,,,
TRUE,travel,2,25963,0.0-2.0,,,,,TRAVEL,159.8450001,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,29,39,,,,
FALSE,travel,2,25963,0.0-2.0,,,,,TRAVEL,159.8450001,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,30,39,,,,
FALSE,travel,2,26139,0.0-2.0,,,,,TRAVEL,175.5099995,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,30,39,,,,
FALSE,travel,2,26299,0.0-2.0,,,,,TRAVEL,159.8899998,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,30,39,,,,
TRUE,travel,2,26459,0.0-2.0,,,,,TRAVEL,159.8349996,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,30,39,,,,
FALSE,travel,2,26459,0.0-2.0,,,,,TRAVEL,159.8349996,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,31,39,,,,
FALSE,travel,2,26651,0.0-2.0,,,,,TRAVEL,191.9449996,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,31,39,,,,
FALSE,travel,2,26811,0.0-2.0,,,,,TRAVEL,159.585,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,31,39,,,,
TRUE,travel,2,26987,0.0-2.0,,,,,TRAVEL,175.9000001,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,31,39,,,,
FALSE,travel,2,26987,0.0-2.0,,,,,TRAVEL,175.9000001,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,32,39,,,,
TRUE,travel,2,27179,0.0-2.0,,,,,TRAVEL,191.6849995,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,32,39,,,,
FALSE,travel,2,27179,0.0-2.0,,,,,TRAVEL,191.6849995,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,33,39,,,,
TRUE,travel,2,27355,0.0-2.0,,,,,TRAVEL,175.6500006,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,33,39,,,,
FALSE,travel,2,27355,0.0-2.0,,,,,TRAVEL,175.6500006,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,34,39,,,,
TRUE,travel,2,27531,0.0-2.0,,,,,TRAVEL,175.7399999,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,34,39,,,,
FALSE,travel,2,27531,0.0-2.0,,,,,TRAVEL,175.7399999,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,35,39,,,,
TRUE,travel,2,27739,0.0-2.0,,,,,TRAVEL,207.715,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,35,39,,,,
FALSE,travel,2,27739,0.0-2.0,,,,,TRAVEL,207.715,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,36,39,,,,
FALSE,travel,2,27915,0.0-2.0,,,,,TRAVEL,175.6700007,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,36,39,,,,
TRUE,travel,2,28107,0.0-2.0,,,,,TRAVEL,191.8850001,70,100,0.98,12,0.7,0.7,2.5,4,2,f,j,36,39,,,,
FALSE,travel,2,28475,0.0-2.0,,,,,Harvest,367.5499996,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,null,102.7393822,0,
TRUE,travel,2,28684,0.0-2.0,,,,,Harvest,207.9399992,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,108.0609322,102.7393822,0,
TRUE,travel,2,28860,0.0-2.0,,,,,Harvest,175.1349997,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,102.6782254,100.6845945,0,
FALSE,travel,2,29035,0.0-2.0,,,,,Harvest,175.365,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,null,98.67090264,0,
FALSE,travel,2,29228,0.0-2.0,,,,,Harvest,191.6749999,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,null,98.67090264,0,
TRUE,travel,2,29419,0.0-2.0,,,,,Harvest,191.0950001,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,102.7470968,98.67090264,0,
FALSE,travel,2,29611,0.0-2.0,,,,,Harvest,191.3899994,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,null,96.69748459,0,
TRUE,travel,2,29804,0.0-2.0,,,,,Harvest,191.7149993,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,97.05754295,96.69748459,0,
TRUE,travel,2,29964,0.0-2.0,,,,,Harvest,159.5049994,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,92.8438719,94.7635349,0,
